shipment_id,product_id,quantity,subtotal
1,1,1692.3658648913708,448.04029278854426
1,2,378.66260234384515,104.22246411923543
1,3,747.4417802731535,179.68021711212106
1,4,1155.123601485298,295.22600211185977
1,5,728.1715807463272,189.73943555549747
1,6,1312.452387079036,298.68716993891957
1,7,5431.163282605725,1409.0199572045162
1,8,800.6181903518614,212.15844286382693
1,9,633.6426640410243,154.18087456679095
1,10,748.3430450026013,191.97338557170116
1,11,517.8460744621117,130.46318479982247
1,12,47.379999999999065,13.523644386114407
1,13,1161.3999905812727,288.0708022091458
1,14,933.8665249002948,254.0583416412549
1,15,540.356322216015,148.95214864225875
1,16,1336.9339401590207,364.231465858896
1,18,486.18465996855247,114.92388457901683
1,21,644.3324308531587,144.57106848729813
1,22,226.5436491414392,65.63826270089994
1,23,192.36296794493643,54.41144870382311
1,24,572.9046810186032,150.99508553364913
1,25,146.38973440436442,39.08393916142919
1,26,758.6826322718891,182.08743879924924
1,27,767.8054076671882,200.78722751906403
1,29,265.76258448102436,70.47503387550366
1,30,265.4971572515645,64.40288848379657
1,31,87.34399999999879,20.89146431011634
1,32,472.65544445380226,137.15130479157088
1,33,92.28799999999804,22.803422198263814
1,34,447.1088723077393,120.49325258217803
1,35,440.72839303344506,112.08083634470988
1,36,274.0587027268081,67.09998139315068
1,37,1142.0784803633599,292.62567430104446
1,39,245.97038872114737,63.25145828141939
1,42,1352.1293141777141,355.6887069991799
1,43,204.08203976378132,57.2093103124917
1,44,182.31231020093816,45.37365019357404
1,45,644.108568003715,167.23027472555145
1,46,1155.9540332881793,264.7188070438508
1,47,512.811487883566,136.79573488277964
1,48,863.5147892132928,241.12128326088728
1,49,353.8661607275456,81.94868072616143
1,50,754.0326310139843,180.59281632786383
1,52,1772.698596486317,453.74787625966695
1,54,497.5538610851838,111.94659276139555
1,55,644.4191733723875,144.2523348029389
1,57,469.08686430059663,112.45574130215151
1,58,1086.4276478621607,290.3119909262728
1,59,1974.9215090150983,556.608153135805
1,60,1909.4792736103866,459.3284065260023
1,61,1074.900154562673,294.0860709252493
1,62,231.4780208705606,59.66231777751123
1,63,849.7262295879646,237.00836940739651
1,64,2480.5440363138255,652.3065343130132
1,65,123.24042286644772,33.785833940614935
1,66,187.05521349661626,46.96023176352199
1,67,464.02502212818945,121.94589439469598
1,68,15.450000000000001,15.450000000000001
1,69,13.39,13.39
1,70,10.3,10.3
1,71,19.57,19.57
1,72,8.24,8.24
1,73,13.39,13.39
1,74,11.33,11.33
1,75,17.51,17.51
1,76,16.48,16.48
1,77,640.66,64.066
1,78,603.58,60.358000000000004
1,79,648.9,64.89
1,80,1893.14,189.31400000000002
2,1,1633.322308568914,432.40898468266465
2,2,385.7931327071756,106.18505942266204
2,3,722.382053953093,173.65601939559352
2,4,1300.6324576202887,332.4150940959264
2,5,717.0478891336066,186.84093879498423
2,6,1363.8904029464059,310.39340441870246
2,7,5440.913464430155,1411.5494706921688
2,8,693.771905254027,183.8448949763144
2,9,560.5636910531811,136.39895960568114
2,10,832.6461937384196,213.5997786881274
2,11,658.7309524353935,165.95691696651
2,12,58.503999999998314,16.698760894158507
2,13,1431.4294819603986,355.048254277817
2,14,984.0513439805347,267.71111917544636
2,15,533.6299085727328,147.09797626815825
2,16,1378.402680767033,375.5291221792839
2,18,508.89474895421534,120.29207461104363
2,21,669.5206284912832,150.22263043179197
2,22,279.7321580702981,81.04898524806755
2,23,204.12851585305447,57.739430764581236
2,24,610.3344753605255,160.8601035469719
2,25,140.1867795567203,37.427840044419064
2,26,799.9877240849117,192.00085721384895
2,27,614.4103513906964,160.67319894186753
2,29,232.91151940336295,61.76357462808703
2,30,198.7399237464386,48.20927379720445
2,31,106.91399999999784,25.57233485129791
2,32,519.7316578723463,150.81149673638373
2,33,92.28799999999757,22.803422198263696
2,34,421.9341997166465,113.70882406584042
2,35,386.422188384631,98.27032417449861
2,36,294.1986340706664,72.03100166357551
2,37,1071.120039107912,274.44455796206904
2,39,276.95103483629043,71.21815319730588
2,42,1444.2035880096546,379.9095999742633
2,43,248.47200035093402,69.65292873638197
2,44,131.60516743560606,32.75372257807747
2,45,516.4731090751053,134.09220775726646
2,46,1149.6564626684592,263.27663431576696
2,47,588.2570870634771,156.92132962341634
2,48,714.570018307702,199.53108151289607
2,49,485.06242797664135,112.3312439957196
2,50,974.6458515068862,233.43026814264377
2,52,1998.0289033708316,511.4244313200955
2,54,570.1464107105597,128.27947493961676
2,55,725.8218255503044,162.47420516468625
2,57,531.0007318467368,127.2985569972052
2,58,1081.5084149280694,288.99748801414944
2,59,2034.6533237803524,573.4428551470857
2,60,1759.3854278370857,423.22308296412064
2,61,1033.7337603137066,282.82319865990496
2,62,158.3856023967784,40.82310755051451
2,63,1076.952145005521,300.38695162008435
2,64,2575.4023904803717,677.2513542199265
2,65,75.38883010511513,20.66752479151136
2,66,112.44039149242576,28.22817255591209
2,67,544.777174123287,143.16758057483952
2,68,12.36,12.36
2,69,10.3,10.3
2,70,11.33,11.33
2,71,17.51,17.51
2,72,13.39,13.39
2,73,12.36,12.36
2,74,17.51,17.51
2,75,10.3,10.3
2,76,15.450000000000001,15.450000000000001
2,77,624.1800000000001,62.418000000000006
2,78,634.48,63.44800000000001
2,79,639.63,63.963
2,80,1898.29,189.829
3,1,1591.546130387454,421.34907648414446
3,2,437.2241608532051,120.34084996650229
3,3,651.6711075279969,156.65756073139946
3,4,932.5938958326159,238.35195394377166
3,5,582.350217092339,151.74280953600527
