shipment_id,product_id,quantity,subtotal
1,1,2161.0805478872435,598.0942731931442
1,2,620.3082022948519,149.62076179878213
1,3,851.1284081840276,235.61299378305725
1,4,1479.7738315263043,380.47562230832955
1,5,966.288169811872,260.4261418101522
1,6,1932.720327521122,462.2414222309718
1,7,7217.711729190283,1905.4437619957894
1,8,1034.9598305378863,288.7012084440434
1,9,864.6726382654099,240.4755414312786
1,10,1233.3894926290498,328.3205967910453
1,11,763.0109989297586,158.49517536567336
1,12,80.52171428571226,23.052771795605768
1,13,1718.0252489600348,428.4022598440433
1,14,1370.850363553636,377.5879009425486
1,15,708.6689804504887,186.65951866197318
1,16,1682.4357256585806,462.7143669748854
1,18,647.2379624576272,156.54126957219495
1,21,908.7226788675746,256.02989844134066
1,22,385.0080833560597,109.55259972285559
1,23,237.91894035387367,68.40460859221994
1,24,809.3842871438491,226.51758015929335
1,25,267.817952588271,74.47882335144529
1,26,1127.9577452477226,258.116500105345
1,27,824.1878941956093,212.88684845138826
1,29,367.3136819709964,94.81329500616398
1,30,316.4204454127844,92.75114987465446
1,31,118.41428571428334,29.262581524998836
1,32,649.9673931281951,151.5704549422416
1,33,153.67542857142524,39.314531919176076
1,34,591.901322280429,156.66761726679223
1,35,637.1133078482192,170.04064880406668
1,36,435.3484120981167,119.29752860975786
1,37,1650.2642146469443,396.8695665630583
1,39,373.1403607643864,90.1430701110127
1,42,1697.4977153478565,383.47612718240737
1,43,264.9194738247608,58.66820174198327
1,44,189.6255670523792,52.349847976423085
1,45,841.3574142168848,227.9295497183047
1,46,1526.769697708653,377.07861118239697
1,47,542.0598245142332,143.44242391656937
1,48,1055.6728079070456,242.7152651674111
1,49,582.3090741640958,161.89840183944145
1,50,1239.765100505812,285.4140758931945
1,52,2629.4970579756623,733.9463342902814
1,54,816.5171877494844,207.65317576988153
1,55,837.4595458073172,212.85278155362823
1,57,594.7365290749309,139.00086848667604
1,58,1395.3893577379465,355.0494718069863
1,59,2830.6506319787436,738.845555842337
1,60,2561.6571324882243,813.0080322077506
1,61,1353.357459071801,356.1180266588845
1,62,259.37274207964896,67.64990946532738
1,63,1283.7679394504203,337.0742011833274
1,64,3653.9788350409863,863.8227728106701
1,65,167.8061553340108,43.260287038938564
1,66,188.63915427810667,50.63621565495707
1,67,664.161431189755,178.65652558614056
1,68,9.21,9.21
1,69,21.051428571428573,21.051428571428573
1,70,21.051428571428573,21.051428571428573
1,71,24.99857142857143,24.99857142857143
1,72,13.157142857142858,13.157142857142858
1,73,14.472857142857144,14.472857142857144
1,74,18.42,18.42
1,75,14.472857142857144,14.472857142857144
1,76,19.735714285714288,19.735714285714288
1,77,931.5257142857143,93.15257142857143
1,78,894.6857142857143,89.46857142857144
1,79,826.2685714285715,82.62685714285715
1,80,2652.4800000000005,265.24800000000005
2,1,1776.7049355144711,491.7156133417031
2,2,461.9856637309888,111.43274696646746
2,3,748.0179361393551,207.06951341601874
2,4,1160.8060380139093,298.4634477804372
2,5,600.9932800287361,161.97482910525972
2,6,1265.3611170795566,302.63164000805665
2,7,5938.845538677583,1567.828781435584
2,8,691.3372435066904,192.84796545101187
2,9,651.4953636506484,181.18845604753392
2,10,890.1332108462306,236.94791365995502
2,11,662.3319755628232,137.58179471117492
2,12,49.02799999999897,14.036354114178163
2,13,1509.0731654075628,376.29851756948335
2,14,1091.0116051392756,300.5089343380997
2,15,574.5997540833646,151.34642051400238
2,16,1486.2746002684446,408.7648641346222
2,18,422.76848931760594,102.25098015203277
2,21,905.3587179823476,255.08211251739013
2,22,234.42342824201097,66.7043033901859
2,23,242.99782539978304,69.86485023222374
2,24,657.58167383342,184.03348308066546
2,25,143.28825698054155,39.84774238191837
2,26,979.3372035356019,224.10688030166335
2,27,664.5051706822854,171.6409723589425
2,29,285.1519907058437,73.60520760161312
2,30,246.48656934154099,72.25169253921727
2,31,144.19999999999766,35.634756655005354
2,32,500.01463944920516,116.60192061996122
2,33,118.86199999999822,30.40826979574759
2,34,451.8669358230303,119.602564637456
2,35,550.777119471953,146.99818319249007
2,36,384.17647389098505,105.27499954421896
2,37,1073.7753793269335,258.23063094822874
2,39,401.1678786417851,96.91394449159284
2,42,1559.8732043488103,352.3858264378954
2,43,220.50874979320554,48.83314779380007
2,44,137.47560163060754,37.95282966163348
2,45,741.5036255862475,200.87846691370135
2,46,1162.3422327332403,287.0730245009975
2,47,546.3029936586652,144.5652713213014
2,48,811.6615966345249,186.61336938660594
2,49,425.288148954321,118.24214097264067
2,50,1055.9781473522746,243.10333220945842
2,52,2150.611537541511,600.2796046770048
2,54,374.0957756339093,95.13844536033453
2,55,527.4979737830188,134.07144446049656
2,57,609.6067458367581,142.47631171814217
2,58,1291.2250161363725,328.5454037763149
2,59,2109.3583753675384,550.5766214001719
2,60,2202.1302286206883,698.9028863894375
2,61,1231.8244050452283,324.13821889733845
2,62,167.28061356586397,43.63033012759684
2,63,1156.7164183822435,303.71475306413225
2,64,3006.0410579826844,710.6463499425814
2,65,159.35483249764033,41.08154305286488
2,66,152.33859492522305,40.8920935567511
2,67,619.8316596291112,166.73201055842407
2,68,17.51,17.51
2,69,16.48,16.48
2,70,14.42,14.42
2,71,14.42,14.42
2,72,11.33,11.33
2,73,8.24,8.24
2,74,13.39,13.39
2,75,8.24,8.24
2,76,8.24,8.24
2,77,727.1800000000001,72.718
2,78,688.04,68.804
2,79,671.5600000000001,67.156
2,80,2086.78,208.67800000000003
3,1,2110.6901997548175,584.1483891900342
3,2,555.801506397003,134.0614947350027
3,3,963.4696934509872,266.71178721148874
3,4,1349.0273311409676,346.85842011234456
3,5,678.6157589839637,182.89500938231447
3,6,1741.487476809176,416.5049834758892
3,7,6765.092598276148,1785.954326573706
3,8,951.4407389361945,265.4036253281598
3,9,751.3971162031208,208.9722981304556
3,10,1031.050761556811,274.4592874993826
3,11,938.2349924502714,194.89328446274018
3,12,71.89399999999878,20.58272094894201
3,13,1574.1239955459976,392.51942157127587
3,14,1250.0753122793133,344.3215435709944
3,15,695.4846844537983,183.18684748187607
3,16,1755.914887374113,482.92308180453443
3,18,608.9941126962789,147.29159458057748
3,21,983.3627774769618,277.0595231123432
3,22,343.7553632624446,97.81429362678519
3,23,284.84526028493,81.89650017001014
3,24,746.9588613021596,209.04694646071772
3,25,171.20155379493275,47.61028959917519
3,26,1001.9468264294696,229.28075915896497
3,27,710.6034963568521,183.54812040231704
3,29,313.50739127173665,80.92448017661141
3,30,304.9603330716082,89.39188971069711
3,31,117.21399999999785,28.96596648099715
3,32,688.3898774616928,160.53046353961253
3,33,135.135999999997,34.571620426360965
3,34,461.3947778823758,122.12444498633074
3,35,588.0268066992836,156.93983863408823
3,36,376.2724690034757,103.1090831816096
3,37,1521.848766958359,365.9871280954259
3,39,437.9815831953399,105.80738165239522
3,42,1817.1453064705765,410.5053210691529
3,43,251.00824691939908,55.58746685005859
3,44,198.04811219604403,54.6750563578626
3,45,781.2633780481083,211.64965918277795
3,46,1380.2249365461632,340.88527102235895
3,47,695.2550721347421,183.98167190617542
3,48,902.5533638673771,207.5107717069268
3,49,513.2627328589479,142.7015649599702
3,50,1256.639893449575,289.2989274928791
3,52,2455.626198511308,685.4154262382273
3,54,671.4526747204847,170.7609862680174
3,55,826.0575944291766,209.95480626858102
3,57,718.8301368278068,168.00382762578326
3,58,1388.3126658702665,353.24884483801344
3,59,2533.7813838516518,661.3578849277425
3,60,2428.584985699858,770.7741505418685
3,61,1303.1217460319572,342.89916650066664
3,62,245.9734788030401,64.15509755758144
3,63,1040.9219822714344,273.3110361195931
3,64,3420.0263627973245,808.5149885013052
3,65,163.86913370153934,42.24532614218112
3,66,191.20048138573944,51.32375007633055
3,67,782.8536355629265,210.58421041042314
3,68,13.39,13.39
3,69,8.24,8.24
3,70,12.36,12.36
3,71,14.42,14.42
